ssid,customerid,name,country,realm_name,imsi_prefix,status,dra,connection,coveragestatus,productcomment,commercialstatus,owner,region,tagid,technicalcomment,hub,hub_policy,LIST,LISTREGION
6504,159,Maxis,Malaysia,epc.mnc012.mcc502.3gppnetwork.org,50212,online,,Indirect,Live,,,,Asia Pacific,MYSBC,,:BICS,BICS:Prefered(Default),LIST_6504_MAXIS,"EU,NA"
7077,2914,MYS/PACONE,Malaysia,"epc.mnc011.mcc502.3gppnetwork.org,epc.mnc153.mcc502.3gppnetwork.org","50211,502153",online,,Indirect,Live,Packet One,,,Asia Pacific,MYSP1,,:BICS,BICS:Prefered(Default),LIST_7077_MYSPACONE,"EU,NA"
7019,1376,U Mobile,Malaysia,epc.mnc018.mcc502.3gppnetwork.org,50218,online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,Asia Pacific,MYSMI,,,,LIST_7019_UMOBILE,AP
7335,2222,YTL Communication,Malaysia,epc.mnc152.mcc502.3gppnetwork.org,502152,online,,Indirect,Live,,,,Asia Pacific,MYSYC,,:BICS,BICS:Prefered(Default),LIST_7335_YTL_COMMUNICATION,"EU,NA"
7261,845,Wataniya Maldives,Maldives,epc.mnc002.mcc472.3gppnetwork.org,47202,online,,Indirect,,,,,EMEA,MDVWM,,:FT,FT:Prefered(Default),LIST_7261_WATANIYA_MALDIVES,"EU,NA"
7428,927,Orange Mali,Mali,epc.mnc002.mcc610.3gppnetwork.org,61002,online,,Indirect,Live,,,,EMEA,MLI02,,:FT,FT:Prefered(Default),LIST_7428_ORANGE_MALI,"EU,NA"
7317,403,Mobisle Communications Limited,Malta,epc.mnc021.mcc278.3gppnetwork.org,27821,hidden,,Indirect,,,,,CALA,MLTGO,"No opportunity to establish direct connection yet, so this route should be opened via Comfone as default choice. and no need special approval.",:Comfone,Comfone:Prefered(Default),LIST_7317_MOBISLE_COMMUNICATIONS_LIMITED,"EU,NA"
6931,415,Vodafone Malta,Malta,"epc.mnc001.mcc278.3gppnetwork.org,epc.mnc028.mcc901.3gppnetwork.org","27801,90128",online,,Indirect,Live,,,,EMEA,MLTTL,"90128 is m2m 27801 is normal routing, TS shall open routing on both realm for all route request to VFMALTA",:VCS:TATA,"VCS:Prefered(Default)
TATA:Need approval",LIST_6931_VODAFONE_MALTA,EU
12652,961,Digicel FWI,Martinique Guadeloupe French Guiana,epc.mnc020.mcc340.3gppnetwork.org,34020,online,"Digicel Jamaica, NA DSC",Direct,Live,,,luisdiego.jimenez@syniverse.com,North America,FRAF4,,,,LIST_12652_DIGICEL_FWI,NA
7396,1595,Digicel Group ,Martinique Guadeloupe French Guiana,,,,,,,,,,,,,,,,
6952,785,CELLPLUS MAURITIUS,Mauritius,epc.mnc001.mcc617.3gppnetwork.org,61701,online,,Indirect,Live,,,,EMEA,MUSCP,,:FT,FT:Prefered(Default),LIST_6952_CELLPLUS_MAURITIUS,"EU,NA"
7105,513,Emtel Ltd,Mauritius,epc.mnc010.mcc617.3gppnetwork.org,61710,online,,Indirect,Live,,,,EMEA,MUSEM,,:BICS,BICS:Prefered(Default),LIST_7105_EMTEL_LTD,"EU,NA"
7508,2369,Mahanagar Telephone (Mauritius) Ltd,Mauritius,epc.mnc003.mcc617.3gppnetwork.org,61703,hidden,,,,,,,,MUSMT,,:TATA,TATA:Prefered(Default),LIST_7508_MAHANAGAR_TELEPHONE_MAURITIUS_LTD,NA
7031,766,Iusacell,Mexico,"epc.mnc044.mcc901.3gppnetwork.org,epc.mnc050.mcc334.3gppnetwork.org,epc.mnc070.mcc334.3gppnetwork.org","334050,334070,90144",online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,CALA,RSB05;MEXIU,,,,LIST_7031_IUSACELL,NA
6982,1373,Nextel Mexico,Mexico,epc.mnc090.mcc334.3gppnetwork.org,334090,online,NA DSC,Direct,Live,,,fabian.castillo@syniverse.com,CALA,MEXNC,,,,LIST_6982_NEXTEL_MEXICO,NA
6818,475,Radiomovil (TELCEL),Mexico,epc.mnc020.mcc334.3gppnetwork.org,334020,online,,Indirect,Live,,,,CALA,MEXTL,,:iBasis,iBasis:Prefered(Default),LIST_6818_RADIOMOVIL_TELCEL,NA
6623,505,Telefonica Moviles Mexico,Mexico,epc.mnc030.mcc334.3gppnetwork.org,33430,online,,Indirect,Live,,,balram.jayaram@syniverse.com,CALA,MEXMS,,:TIWS,TIWS:Prefered(Default),LIST_6623_TELEFONICA_MOVILES_MEXICO,NA
12558,640,MOLDCELL,Moldova,epc.mnc002.mcc259.3gppnetwork.org,25902,hidden,,Indirect,,"This operator is behind comfone IPX hub, must request PM approval before processing a Bilateral relation. ",,,EMEA,MDAMC,,:Comfone,Comfone:Need approval,LIST_12558_MOLDCELL,"EU,NA"
7419,1016,MOLDTELECOM Moldova,Moldova,epc.mnc005.mcc259.3gppnetwork.org,25905,hidden,,Indirect,Live,,,,EMEA,MDAUN,,:Comfone K2R:Comfone,"Comfone K2R:Prefered(Default)
Comfone:Prefered(Default)",LIST_7419_MOLDTELECOM_MOLDOVA,"EU,NA"
6825,739,Orange Moldova,Moldova,epc.mnc001.mcc259.3gppnetwork.org,25901,online,,Indirect,Live,,,,EMEA,MDAVX,,:FT,FT:Prefered(Default),LIST_6825_ORANGE_MOLDOVA,"EU,NA"
7030,2243,Monaco Telecom,Monaco,epc.mnc010.mcc212.3gppnetwork.org,21210,online,,Indirect,Live,,,,EMEA,MCOM2,,:BICS:Comfone K2R,"BICS:Prefered(Default)
Comfone K2R:Prefered(Default)",LIST_7030_MONACO_TELECOM,"EU,NA"
7383,734,MobiCom Corporation,Mongolia,epc.mnc099.mcc428.3gppnetwork.org,42899,hidden,,Indirect,,,,,,MNGMC,"On April 11 2017, BICS said MobiCom is still under provision",:BICS,BICS:Prefered(Default),LIST_7383_MOBICOM_CORPORATION,"EU,NA"
12739,733,SkyTel Mongolia,Mongolia,epc.mnc001.mcc428.3gppnetwork.org,42801,online,,Indirect,,,,,EMEA,MNG01,,:BICS,BICS:Prefered(Default),LIST_12739_SKYTEL_MONGOLIA,"EU,NA"
7329,799,Unitel Mongolia,Mongolia,epc.mnc088.mcc428.3gppnetwork.org,42888,hidden,,Indirect,,,,,,MNGMN,"As per confirmed by Sales on mid-July, there is no sales opportunity to establish direct connection with this Operator yet.",:Comfone,Comfone:Prefered(Default),LIST_7329_UNITEL_MONGOLIA,"AP,EU,NA"
7316,1388,Mtel Montenegro,Montenegro,epc.mnc003.mcc297.3gppnetwork.org,29703,hidden,,Indirect,Live,,,,EMEA,MNE03,"No sales oppotunity, could open route directly. 2017/4/14",:Comfone,Comfone:Not prefered no Need approval,LIST_7316_MTEL_MONTENEGRO,"EU,NA"
7038,1845,T-Mobile Montenegro ,Montenegro,epc.mnc002.mcc297.3gppnetwork.org,29702,online,,Indirect,Live,,,,EMEA,MNETM,,:DT,DT:Prefered(Default),LIST_7038_TMOBILE_MONTENEGRO_,"EU,NA"
6968,554,Telenor Montenegro,Montenegro,epc.mnc001.mcc297.3gppnetwork.org,29701,online,,Indirect,Live,,,,EMEA,YUGPM,,:Telenor,Telenor:Prefered(Default),LIST_6968_TELENOR_MONTENEGRO,"EU,NA"
7036,438,Maroc Telecom,Morocco,epc.mnc001.mcc604.3gppnetwork.org,60401,online,,Indirect,Live,,,,EMEA,MARM1,IAM Morocco,:BICS,BICS:Prefered(Default),LIST_7036_MAROC_TELECOM,"AP,EU,NA"
6949,627,Meditel,Morocco,epc.mnc000.mcc604.3gppnetwork.org,60400,online,,Indirect,Live,,,,EMEA,MARMT,,:FT,FT:Prefered(Default),LIST_6949_MEDITEL,"EU,NA"
7093,2012,Wana Corporate,Morocco,epc.mnc002.mcc604.3gppnetwork.org,60402,online,,Indirect,Live,,,,EMEA,MARM3,,:BICS,BICS:Prefered(Default),LIST_7093_WANA_CORPORATE,"EU,NA"
12490,1800,Myanmar Posts and Telecommunications,Myanmar,epc.mnc001.mcc414.3gppnetwork.org,41401,online,,Indirect,Live,,,,Asia Pacific,MMRPT,,:FT,FT:Prefered(Default),LIST_12490_MYANMAR_POSTS_AND_TELECOMMUNICATIONS,"EU,NA"
7115,2776,Ooredoo Myanmar Limited,Myanmar,epc.mnc005.mcc414.3gppnetwork.org,41405,online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,Asia Pacific,MMROM,,,,LIST_7115_OOREDOO_MYANMAR_LIMITED,AP
12771,3179,Telecom International Myanmar,Myanmar,epc.mnc009.mcc414.3gppnetwork.org,41409,hidden,,Indirect,,,,,EMEA,MMRVG,,:Comfone,Comfone:Prefered(Default),LIST_12771_TELECOM_INTERNATIONAL_MYANMAR,"EU,NA"
7391,2783,Telenor Myanmar,Myanmar,epc.mnc006.mcc414.3gppnetwork.org,41406,online,,Indirect,Live,,,,Asia Pacific,MMRTN,,:Telenor,Telenor:Prefered(Default),LIST_7391_TELENOR_MYANMAR,"EU,NA"
12745,1699,Cell One Namibia,Namibia,epc.mnc003.mcc649.3gppnetwork.org,64903,hidden,,Indirect,,,,,,NAM03,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
12608,1629,Nepal Telecom,Nepal,epc.mnc001.mcc429.3gppnetwork.org,42901,online,,Indirect,Live,,,,Asia Pacific,NPLNM,,:BICS,BICS:Prefered(Default),LIST_12608_NEPAL_TELECOM,"EU,NA"
7436,1493,Spice Nepal Private Limited,Nepal,epc.mnc002.mcc429.3gppnetwork.org,42902,online,,Indirect,,,,,,NPLM2,,:FT,FT:Prefered(Default),LIST_7436_SPICE_NEPAL_PRIVATE_LIMITED,"EU,NA"
6310,2605,DRA1.AMS2,Netherlands,amsdra001.aicent.grx,,,,,,,,,,,,,,,
6677,1544,iBasis Peer,Netherlands,,,,"AP DSC, EU DSC, NA DSC",,,,,,,,,,,,
6697,360,KPN Mobile The Netherlands BV,Netherlands,epc.mnc008.mcc204.3gppnetwork.org,20408,online,,Indirect,Live,,,,EMEA,NLDPT,,:iBasis,iBasis:Prefered(Default),LIST_6697_KPN_MOBILE_THE_NETHERLANDS_BV,"EU,NA"
7492,307,Sybase Peering Hub,Netherlands,,,,"EU DSC, AP DSC",Peer,,,,wind.wang@syniverse.com,,,"if our customer is in Asia use AP peering with Sybase. Otherwise, use EU peering with Sybase",,,,
7026,392,T-Mobile Netherlands,Netherlands,"epc.mnc016.mcc204.3gppnetwork.org,epc.mnc020.mcc204.3gppnetwork.org","20416,20420",online,,Indirect,Live,,,,EMEA,NLDPN,,:DT,DT:Prefered(Default),LIST_7026_TMOBILE_NETHERLANDS,"EU,NA"
12606,617,Tele2 Netherlands,Netherlands,epc.mnc002.mcc204.3gppnetwork.org,20402,online,,Indirect,Live,,,,EMEA,NLDT2,,:Tele2,Tele2:Prefered(Default),LIST_12606_TELE2_NETHERLANDS,EU
12571,3137,Teleena Netherlands,Netherlands,"epc.mnc007.mcc204.3gppnetwork.org,epc.mnc054.mcc901.3gppnetwork.org","20407,90154",online,,Indirect,,,,,EMEA,AAZTE;NLDTE,,:TATA,TATA:Need approval,LIST_12571_TELEENA_NETHERLANDS,NA
6712,358,Vodafone Netherlands,Netherlands,epc.mnc004.mcc204.3gppnetwork.org,20404,online,,Indirect,Live,,,,EMEA,NLDLT,,:VCS,VCS:Prefered(Default),LIST_6712_VODAFONE_NETHERLANDS,EU
12556,1801,Curacao Telecom N.V.,Netherlands Antilles,epc.mnc069.mcc362.3gppnetwork.org,36269,online,"Digicel Jamaica, NA DSC",Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,ANTCT,,,,LIST_12556_CURACAO_TELECOM_NV,NA
7360,1701,Telcell St. Maarten,Netherlands Antilles,epc.mnc051.mcc362.3gppnetwork.org,36251,hidden,,Indirect,,,,,,ANTTC,"20160812 no sales oppotunity, bring on line as hiddend OP via comfone",:Comfone,Comfone:Prefered(Default),LIST_7360_TELCELL_ST_MAARTEN,"EU,NA"
7041,1700,UTS Curacao,Netherlands Antilles,epc.mnc091.mcc362.3gppnetwork.org,36291,online,NA DSC,Direct,Live,"UTS Setel
United Telecom Services 
Billing ID 6484
",,fabian.castillo@syniverse.com,CALA,ANTUT,,,,LIST_7041_UTS_CURACAO,NA
6613,589,Spark New Zealand Trading Limited,New Zealand,epc.mnc005.mcc530.3gppnetwork.org,53005,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,NZLTM,"*SVR shall add K2R Surffix for K2R route.
AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org

MME has problem , when send request in one port, the response will be in another port,so the request will fail
This problem can not be fixed unless Spark upgrade",,,LIST_6613_SPARK_NEW_ZEALAND_TRADING_LIMITED,AP
12656,1439,Two Degrees Mobile Limited,New Zealand,epc.mnc024.mcc530.3gppnetwork.org,53024,online,AP DSC,Direct,,,,tom.yu@syniverse.com,Asia Pacific,NZLNH,"2018/6/13
Test has been finished successfully between 2 Degrees MMECB0 and Cubic
Two degree is not ready to launch LTE until Nov.  
New route shall be pending on 2 degree",,,LIST_12656_TWO_DEGREES_MOBILE_LIMITED,AP
6719,352,Vodafone Mobile NZ Limited,New Zealand,epc.mnc001.mcc530.3gppnetwork.org,53001,online,,Indirect,Live,,,,Asia Pacific,NZLBS,,:VCS,VCS:Prefered(Default),LIST_6719_VODAFONE_MOBILE_NZ_LIMITED,EU
7353,942,Enitel,Nicaragua,epc.mnc021.mcc710.3gppnetwork.org,71021,hidden,,Indirect,,,,,,NICEN,,:iBasis,iBasis:Prefered(Default),LIST_7353_ENITEL,NA
7281,1803,Telefonica Celular de Nicaragua S.A.,Nicaragua,epc.mnc300.mcc710.3gppnetwork.org,710300,online,,Indirect,Live,,,,CALA,NICMS,,:TIWS,TIWS:Prefered(Default),LIST_7281_TELEFONICA_CELULAR_DE_NICARAGUA_SA,NA
12663,923,Airtel Nigeria,Nigeria,epc.mnc020.mcc621.3gppnetwork.org,62120,online,,Indirect,,,,,EMEA,NGAET,,:BICS,BICS:Prefered(Default),LIST_12663_AIRTEL_NIGERIA,"EU,NA"
12597,860,MTN Nigeria,Nigeria,epc.mnc030.mcc621.3gppnetwork.org,62130,online,,Indirect,Live,,,,EMEA,NGAMN,,:BICS,BICS:Prefered(Default),LIST_12597_MTN_NIGERIA,"EU,NA"
7506,1962,Nigeria Telecommunications Ltd (NITEL GSM),Nigeria,epc.mnc040.mcc621.3gppnetwork.org,62140,hidden,,Indirect,,,,,EMEA,NGANT,,:Comfone,Comfone:Prefered(Default),LIST_7506_NIGERIA_TELECOMMUNICATIONS_LTD_NITEL_GSM,"EU,NA"
12605,1630,AeroMobile,Norway,epc.mnc014.mcc901.3gppnetwork.org,90114,hidden,,Indirect,,,,,,NORAM,,:Telenor,Telenor:Prefered(Default),LIST_12605_AEROMOBILE,"EU,NA"
7443,930,Com4,Norway,epc.mnc009.mcc242.3gppnetwork.org,24209,hidden,,Indirect,Not in external coverage,,,,,NORC4,,:Comfone,Comfone:Prefered(Default),LIST_7443_COM4,"EU,NA"
7361,2974,ICE Communication Norge AS,Norway,epc.mnc014.mcc242.3gppnetwork.org,24214,online,EU DSC,Direct,Live,,Contract,greg.zhai@syniverse.com,EMEA,NORIC,,,,LIST_7361_ICE_COMMUNICATION_NORGE_AS,EU
7497,844,MCP,Norway,epc.mnc012.mcc901.3gppnetwork.org,90112,online,,Indirect,Live,,,,EMEA,NORMC,,:Telenor,Telenor:Prefered(Default),LIST_7497_MCP,EU
6836,375,Netcom,Norway,epc.mnc002.mcc242.3gppnetwork.org,24202,online,,Indirect,Live,,,,EMEA,NORNC,,:TeliaSonera,TeliaSonera:Prefered(Default),LIST_6836_NETCOM,NA
7116,1702,Network Norway,Norway,epc.mnc005.mcc242.3gppnetwork.org,24205,online,,Indirect,Live,,,,EMEA,NORNN,,:TeliaSonera,TeliaSonera:Prefered(Default),LIST_7116_NETWORK_NORWAY,NA
7310,2018,TDC Mobil Norway,Norway,epc.mnc008.mcc242.3gppnetwork.org,24208,online,,Indirect,Live,,,,EMEA,,,:iBasis,iBasis:Prefered(Default),LIST_7310_TDC_MOBIL_NORWAY,EU
6567,346,Telenor Norway,Norway,epc.mnc001.mcc242.3gppnetwork.org,24201,online,,Indirect,Live,,,,EMEA,NORTM,,:Telenor,Telenor:Prefered(Default),LIST_6567_TELENOR_NORWAY,"EU,NA"
6635,2756,Telenor Peering DSS,Norway,,,,"AP DSC, EU DSC, NA DSC",Peer,,,,wind.wang@syniverse.com,,,,,,,
6722,570,Oman Mobile,Oman,epc.mnc002.mcc422.3gppnetwork.org,42202,online,,Indirect,Live,,,,EMEA,OMNGT,"TATA is asking to migrate OMAN Mobile to them and it has been approved by Mike S, wind is communicating with TATA about the migration",:BICS:TATA,"BICS:Prefered(Default)
TATA:Need approval",LIST_6722_OMAN_MOBILE,"EU,NA"
6619,846,Ooredoo OMN,Oman,epc.mnc003.mcc422.3gppnetwork.org,42203,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,OMNNT,"*K2R route shall be opened by owner 
*AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org
",:TATA:BICS,"TATA:Need approval
BICS:Need approval",LIST_6619_OOREDOO_OMN,"AP,EU,NA"
12527,1274,Cmpak Pakistan,Pakistan,epc.mnc004.mcc410.3gppnetwork.org,41004,online,,Indirect,Live,,,,EMEA,PAKPL,,:iBasis,iBasis:Prefered(Default),LIST_12527_CMPAK_PAKISTAN,"EU,NA"
12515,556,Telenor Pakistan,Pakistan,epc.mnc006.mcc410.3gppnetwork.org,41006,online,,Indirect,Live,,,,EMEA,PAKTP,,:Telenor,Telenor:Prefered(Default),LIST_12515_TELENOR_PAKISTAN,"EU,NA"
7100,775,Warid Telecom Pakistan,Pakistan,"epc.mnc001.mcc410.3gppnetwork.org,epc.mnc007.mcc410.3gppnetwork.org","41001,41007",online,AP DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,PAKWA,"Now named ""Jazz""",,,LIST_7100_WARID_TELECOM_PAKISTAN,AP
12768,2410,PNCC Wireless,Palau,epc.mnc001.mcc552.3gppnetwork.org,55201,hidden,,,,,,,,,,:SAP,SAP:Need approval,,
12750,1805,Wataniya Palestine,Palestinian Territory Occupied,epc.mnc006.mcc425.3gppnetwork.org,42506,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
7499,518,Cable and Wireless Panama,Panama,epc.mnc001.mcc714.3gppnetwork.org,71401,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,CALA,PANCW,,,,LIST_7499_CABLE_AND_WIRELESS_PANAMA,NA
7385,1703,Claro Panama,Panama,epc.mnc003.mcc714.3gppnetwork.org,71403,hidden,,Indirect,Live,,,balram.jayaram@syniverse.com,CALA,PANCL,,:Comfone,Comfone:Need approval,LIST_7385_CLARO_PANAMA,"EU,NA"
12557,1736,Digicel Panama,Panama,epc.mnc004.mcc714.3gppnetwork.org,71404,online,"NA DSC, Digicel Jamaica",Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,PANDC,,,,LIST_12557_DIGICEL_PANAMA,NA
7065,1806,Telefonica Moviles Panama,Panama,epc.mnc020.mcc714.3gppnetwork.org,71420,online,,Indirect,Live,,,,CALA,PANMS,,:TIWS,TIWS:Prefered(Default),LIST_7065_TELEFONICA_MOVILES_PANAMA,NA
12746,848,BMobile Limited,Papua New Guinea,epc.mnc001.mcc537.3gppnetwork.org,53701,hidden,,Indirect,,,,,,PNGPM,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
",:Comfone K2R,Comfone K2R:Prefered(Default),,
7326,1613,Digicel Papua New Guinea,Papua New Guinea,epc.mnc003.mcc537.3gppnetwork.org,53703,online,,Indirect,Live,,,,Asia Pacific,PNGDP,,:Telstra,Telstra:Prefered(Default),LIST_7326_DIGICEL_PAPUA_NEW_GUINEA,NA
7413,1433,Claro Paraguay,Paraguay,epc.mnc002.mcc744.3gppnetwork.org,74402,online,,Indirect,Live,,,,CALA,PRYHT,,:iBasis,iBasis:Prefered(Default),LIST_7413_CLARO_PARAGUAY,NA
12591,660,Hola,Paraguay,epc.mnc001.mcc744.3gppnetwork.org,74401,hidden,,Indirect,,,,,CALA,PRYVX,2018/1/29 FT said hola is not fully setup for FT,:FT,FT:Prefered(Default),LIST_12591_HOLA,"EU,NA"
12492,918,Nucleo,Paraguay,epc.mnc005.mcc744.3gppnetwork.org,74405,hidden,,Indirect,,,,,CALA,PRYNP,,:Comfone,Comfone:Prefered(Default),LIST_12492_NUCLEO,"EU,NA"
7343,863,Telecel Paraguay,Paraguay,epc.mnc004.mcc744.3gppnetwork.org,74404,online,NA DSC,,,,,luisdiego.jimenez@syniverse.com,,PRYTC,,,,LIST_7343_TELECEL_PARAGUAY,NA
6811,1276,Claro Peru,Peru,epc.mnc010.mcc716.3gppnetwork.org,71610,online,,Indirect,Live,,,,CALA,PERTM,,:iBasis,iBasis:Prefered(Default),LIST_6811_CLARO_PERU,NA
7339,2065,Entel Peru,Peru,epc.mnc017.mcc716.3gppnetwork.org,71617,hidden,,Indirect,Live,,,,CALA,PERN3,"Usually named as ""Entel Peru""
Will be new customer, appian project in place, not assign to DSS yet",:TATA,TATA:Need approval,LIST_7339_NII_PERU,NA
7011,1401,Telefonica Moviles Peru,Peru,epc.mnc006.mcc716.3gppnetwork.org,71606,online,,Indirect,Live,,,,CALA,PERMO,,:TIWS,TIWS:Prefered(Default),LIST_7011_TELEFONICA_MOVILES_PERU,NA
6123,288,Globe,Philippines,epc.mnc002.mcc515.3gppnetwork.org,51502,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,PHLGT,,:SAP,SAP:Need approval,LIST_6123_GLOBE,AP
6192,160,SMART,Philippines,epc.mnc003.mcc515.3gppnetwork.org,51503,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,PHLSR,,,,LIST_6192_SMART,"AP,NA"
6798,406,Orange Poland,Poland,epc.mnc003.mcc260.3gppnetwork.org,26003,online,,Indirect,Live,,,,EMEA,POL03,,:FT,FT:Prefered(Default),LIST_6798_ORANGE_POLAND,"EU,NA"
6950,790,Play Mobile,Poland,epc.mnc006.mcc260.3gppnetwork.org,26006,online,,Indirect,Live,,,,EMEA,POLP4,,:BICS,BICS:Prefered(Default),LIST_6950_PLAY_MOBILE,"EU,NA"
6925,368,Polkomtel,Poland,epc.mnc001.mcc260.3gppnetwork.org,26001,online,,Indirect,Live,,,,EMEA,POLKM,Polkomtel is using 5012 to steer their roamers,:iBasis,iBasis:Prefered(Default),LIST_6925_POLKOMTEL,"EU,NA"
6936,397,T-Mobile Poland,Poland,epc.mnc002.mcc260.3gppnetwork.org,26002,online,,Indirect,Live,,,,EMEA,POL02,,:DT,DT:Prefered(Default),LIST_6936_TMOBILE_POLAND,"EU,NA"
6535,371,MEO,Portugal,epc.mnc006.mcc268.3gppnetwork.org,26806,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,PRTTM,,:iBasis,iBasis:Need approval,LIST_6535_MEO,EU
6620,385,Optimus,Portugal,epc.mnc003.mcc268.3gppnetwork.org,26803,online,,Indirect,Live,,,,EMEA,PRTOP,,:FT,FT:Prefered(Default),LIST_6620_OPTIMUS,"EU,NA"
6737,320,Vodafone Portugal,Portugal,epc.mnc001.mcc268.3gppnetwork.org,26801,online,,Indirect,Live,,,,EMEA,PRTTL,,:VCS,VCS:Prefered(Default),LIST_6737_VODAFONE_PORTUGAL,EU
7319,1465,Claro Puerto Rico,Puerto Rico,epc.mnc110.mcc330.3gppnetwork.org,330110,online,NA DSC,Direct,Live,,Contract,Mario.herrera@syniverse.com,CALA,PRICL,,,,LIST_7319_CLARO_PUERTO_RICO,NA
6625,2246,Open Mobile PR,Puerto Rico,epc.mnc120.mcc330.3gppnetwork.org,330120,online,NA DSR,Direct,Live,,,malyadri.palakeerthi@syniverse.com,CALA,,,,,LIST_6625_OPEN_MOBILE_PR,NA
6792,673,Ooredoo Qatar,Qatar,epc.mnc001.mcc427.3gppnetwork.org,42701,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,QATQT,,:BICS,BICS:Need approval,LIST_6792_OOREDOO_QATAR,EU
6761,1809,Vodafone Qatar Q.S.C.,Qatar,epc.mnc002.mcc427.3gppnetwork.org,42702,online,NA DSR,Direct,Live,,,balram.jayaram@syniverse.com,EMEA,QATB1,"*Will migrate to EU DSC
Migration fall back on  Sep5 2018",:VCS,VCS:Need approval,LIST_6761_VODAFONE_QATAR_QSC,"EU,NA"
12512,919,Orange Reunion,Reunion,epc.mnc000.mcc647.3gppnetwork.org,64700,online,,Indirect,Live,,,,EMEA,REU02,,:FT,FT:Prefered(Default),LIST_12512_ORANGE_REUNION,"EU,NA"
6732,440,Orange Romania,Romania,epc.mnc010.mcc226.3gppnetwork.org,22610,online,,Indirect,Live,,,,EMEA,ROMMR,,:FT,FT:Prefered(Default),LIST_6732_ORANGE_ROMANIA,"EU,NA"
12526,1811,RCS & RDS ,Romania,epc.mnc005.mcc226.3gppnetwork.org,22605,online,,Indirect,Live,,,,EMEA,ROM05,,:BICS,BICS:Prefered(Default),LIST_12526_RCS___RDS,"EU,NA"
7097,823,Telekom Romania Mobile Communications S.A.,Romania,epc.mnc003.mcc226.3gppnetwork.org,22603,online,,Indirect,Live,,,,EMEA,ROMCS,"Shall open via Comfone first for approval.
Please do not open via iBasis",:iBasis:Comfone,"iBasis:Need approval
Comfone:Need approval",LIST_7097_TELEKOM_ROMANIA_MOBILE_COMMUNICATIONS_SA,"EU,NA"
6713,319,Vodafone Romania,Romania,epc.mnc001.mcc226.3gppnetwork.org,22601,online,,Indirect,Live,,,,EMEA,ROMMF,,:VCS,VCS:Prefered(Default),LIST_6713_VODAFONE_ROMANIA,EU
6848,2855,MTT Peering Hub,Russia,,,,NA DSC,Peer,,,,,EMEA,,,,,,
12630,838,Ekaterinburg-2000,Russian Federation,epc.mnc035.mcc250.3gppnetwork.org,25035,hidden,,Indirect,Live,,,,EMEA,RUSEC,,:Comfone,Comfone:Need approval,LIST_12630_EKATERINBURG2000,"EU,NA"
7427,3037,LLC KTKTELEKOM,Russian Federation,epc.mnc060.mcc250.3gppnetwork.org,25060,online,,Indirect,Live,,,,EMEA,,,:MTT,MTT:Prefered(Default),LIST_7427_LLC_KTKTELEKOM,NA
6439,419,MegaFon,Russian Federation,epc.mnc002.mcc250.3gppnetwork.org,25002,online,,Indirect,Live,,,,EMEA,RUSNW,,:BICS,BICS:Prefered(Default),LIST_6439_MEGAFON,"EU,NA"
6125,1303,MTS Russia,Russian Federation,epc.mnc001.mcc250.3gppnetwork.org,25001,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,RUS01,"*new route shall go through direct connection EU
*default route still pointing to iBasis EU, need to add special decide route when open new route

Currently in testing phase so route migration has not start.",:MTT:iBasis,"MTT:Not prefered no Need approval
iBasis:Prefered(Default)",LIST_6125_MTS_RUSSIA,"EU,NA"
